# Demand.ninja degree days (daily data 1980-2022)  -  demand_ninja_IN_Temp - Version 1.0
# License: https://creativecommons.org/licenses/by-nc/4.0/  -  Reference: https://doi.org/10.1038/s41560-023-01341-5
# Units: date in local timezone; other columns are the population-weighted surface temperature in degrees centigrade; column names signify country ISO2 code or GADM level1 code.  Calculated with global average model parameters

"date","IN","IN.AN","IN.AP","IN.AR","IN.AS","IN.BR","IN.CH","IN.CT","IN.DD","IN.DL","IN.DN","IN.GA","IN.GJ","IN.HP","IN.HR","IN.JH","IN.JK","IN.KA","IN.KL","IN.LD","IN.MH","IN.ML","IN.MN","IN.MP","IN.MZ","IN.NL","IN.OR","IN.PB","IN.PY","IN.RJ","IN.SK","IN.TG","IN.TN","IN.TR","IN.UP","IN.UT","IN.WB"
1991-04-08,29.321,29.346,31.211,17.689,25.795,30.981,25.349,31.311,27.985,28.384,28.53,28.469,29.476,16.597,27.642,30.708,8.594,29.174,27.962,28.541,29.291,24.133,22.952,29.439,25.482,22.148,31.566,24.45,29.45,28.277,10.98,32.257,29.488,28.658,30.28,22.013,31.135
1991-04-09,29.37,29.367,31.833,17.833,26.189,31.234,21.337,31.697,28.086,27.359,28.611,28.497,29.483,12.783,25.635,31.17,6.661,29.58,27.977,28.33,29.806,24.91,23.292,30.044,25.56,22.195,31.704,22.874,30.083,27.731,11.172,33.031,30.279,29.042,29.816,19.043,31.955
1991-04-10,29.03,29.225,31.932,17.442,25.629,29.267,23.403,32.069,28.605,26.302,29.269,29.217,29.534,14.915,25.664,29.882,8.713,30.249,28.848,28.703,30.047,24.34,21.237,29.604,24.176,21.358,31.863,24.346,29.957,27.445,9.385,33.325,30.981,28.749,28.683,19.231,31.026
1991-04-11,29.063,29.097,32.194,16.157,24.488,29.564,23.361,31.524,28.68,26.457,29.346,29.501,30.059,15.737,25.952,29.568,10.543,30.719,28.994,28.76,30.28,23.177,21.288,29.631,24.751,20.755,31.598,24.694,29.728,27.807,9.448,33.316,31.33,28.843,28.268,19.722,30.563
1991-04-12,29.629,29.438,32.006,17.041,24.863,29.997,25.367,31.801,28.679,28.273,29.296,29.096,30.467,16.075,27.871,29.93,9.164,30.939,29.092,28.804,30.736,24.09,22.482,30.29,25.557,21.217,31.816,25.187,29.739,29.064,10.054,33.12,31.506,29.347,29.376,20.895,31.057
1991-04-13,30.516,29.481,31.5,17.903,25.62,30.636,28.088,32.761,29.466,29.616,30.128,28.524,31.36,17.71,29.429,31.519,8.687,31.306,29.541,28.646,31.436,24.843,23.519,31.762,26.527,22.017,32.335,27.571,29.766,30.345,10.709,33.17,30.808,30.619,31.144,23.064,31.662
1991-04-14,30.914,29.481,31.66,19.219,27.018,32.602,25.49,33.662,30.434,30.272,31.288,28.993,31.097,15.442,28.937,32.667,8.659,31.649,29.55,28.525,32.413,26.047,24.86,32.254,27.955,23.541,32.45,26.36,29.609,29.036,12.345,32.349,30.283,31.594,31.895,21.567,32.231
1991-04-15,30.762,29.438,32.214,19.53,28.031,33.395,23.532,34.276,30.048,27.644,31.039,28.665,30.575,14.064,25.987,33.26,6.506,31.478,29.424,28.342,32.337,26.704,25.492,31.526,28.688,24.001,33.648,23.431,29.713,28.188,12.782,34.338,30.633,32.682,30.926,20.249,33.359
1991-04-16,29.856,29.583,33.014,19.449,27.974,31.711,21.666,33.443,30.554,24.791,31.185,29.087,30.579,13.048,23.516,31.474,6.33,31.513,29.735,28.582,32.353,25.902,24.77,29.846,28.1,24.012,33.61,21.863,30.035,25.861,12.788,34.936,31.363,32.154,28.682,18.992,33.142
1991-04-17,29.305,29.898,32.839,19.341,26.571,29.656,20.909,32.607,31.286,24.629,32.016,29.701,30.779,13.182,23.419,30.4,8.48,32.218,30.385,28.814,32.888,24.083,24.116,28.931,28.094,23.137,33.081,21.928,30.266,25.945,12.814,35.158,31.123,31.359,27.3,18.974,31.952
1991-04-18,29.169,29.57,32.95,18.754,26.165,28.689,22.379,31.845,31.861,24.734,32.827,29.157,31.347,15.706,23.928,29.407,11.606,32.382,30.147,29.112,32.848,24.767,24.03,28.727,28.144,23.091,32.85,22.938,30.209,26.66,11.959,35.159,31.197,31.326,26.672,20.113,31.425
1991-04-19,29.66,29.326,33.154,18.796,25.95,29.594,23.966,31.553,31.284,26.458,31.975,28.647,31.718,16.95,25.775,29.439,13.327,31.773,29.888,29.102,31.999,24.522,24.409,29.303,28.204,23.553,32.395,25.02,30.566,28.688,11.412,35.468,31.663,31.223,27.982,21.059,31.006
1991-04-20,30.161,29.186,33.006,18.943,26.305,30.537,25.257,31.487,29.986,28.264,30.528,28.401,31.612,18.213,27.845,29.932,14.39,30.967,29.187,28.886,31.337,24.925,23.991,30.023,27.316,23.03,32.013,27.35,31.002,30.227,11.548,35.247,32.35,30.652,29.073,22.233,31.533
1991-04-21,30.918,28.586,32.338,18.731,26.782,31.333,27.327,32.141,29.407,31.742,30.063,27.966,31.538,19.343,30.597,30.739,13.295,30.984,29.111,29.237,31.318,25.372,24.101,31.814,27.379,23.252,32.193,28.817,30.025,31.813,11.446,35.09,31.193,31.016,31.442,23.688,31.341
1991-04-22,31.411,28.01,31.737,18.85,27.637,32.124,26.978,33.392,28.777,32.462,29.26,28.495,30.965,19.282,30.724,32.121,13.963,30.829,29.02,28.955,31.091,26.064,24.861,32.459,27.732,24.017,32.595,28.442,29.809,31.796,12.08,34.351,30.766,31.635,33.447,24.468,32.011
1991-04-23,31.466,27.882,31.978,19.516,28.444,33.279,26.002,33.703,29.138,30.685,29.801,28.782,31.412,17.79,29.404,32.894,12.683,30.959,29.095,29.144,31.425,26.589,25.281,32.316,27.632,24.562,32.896,27.214,29.982,31.001,13.037,33.406,31.014,31.383,33.078,23.907,32.725
1991-04-24,31.33,27.786,32.511,17.604,26.932,32.985,25.61,33.622,29.918,29.781,30.512,29.058,32.435,17.896,28.999,32.817,13.847,31.45,28.906,29.108,32.174,26.288,25.617,32.351,28.065,23.361,32.673,27.441,29.941,31.326,13.279,33.962,31.17,31.391,31.585,22.909,32.724
1991-04-25,31.772,28.844,32.754,19.162,27.771,33.206,26.764,33.629,31.141,30.848,31.88,29.175,32.818,19.172,30.179,32.609,14.963,31.663,28.748,28.926,32.901,26.486,24.943,32.58,27.943,23.647,32.663,28.741,30.452,32.546,13.477,34.74,32.075,31.618,31.593,23.676,33.335
1991-04-26,32.222,28.931,32.507,20.026,28.778,33.39,27.91,33.395,31.09,31.837,31.783,28.894,33.404,19.689,31.398,32.552,15.282,31.6,29.259,28.766,33.057,27.484,26.283,33.568,28.844,25.1,32.086,29.959,30.695,33.527,13.135,34.866,32.835,32.093,32.713,24.418,32.567
1991-04-27,32.52,28.916,32.52,20.563,29.053,33.016,28.987,33.298,31.044,33.553,31.875,28.947,33.45,20.518,32.855,32.379,15.67,31.916,28.558,28.704,33.157,27.351,26.49,34.177,28.414,25.65,31.494,30.139,30.67,34.319,13.363,34.643,32.604,31.781,34.06,26.176,32.128
1991-04-28,32.689,29.015,33.68,21.387,29.772,33.854,29.53,33.178,30.58,33.647,31.451,29.127,33.375,21.288,32.812,32.256,16.208,32.038,28.702,29.017,33.311,27.809,25.427,34.443,28.021,26.037,31.101,30.632,31.528,33.835,14.47,35.284,33.052,31.294,34.092,26.666,31.665
1991-04-29,32.92,29.162,34.434,20.717,28.631,34.609,30.055,33.441,30.69,33.886,31.476,28.829,33.743,21.815,33.259,32.411,17.316,31.537,28.545,28.876,33.286,26.184,23.165,34.417,27.25,23.25,32.807,31.594,32.015,34.442,14.628,35.47,32.936,28.657,34.305,26.809,31.842
1991-04-30,33.454,29.067,35.048,18.579,27.666,35.155,30.851,35.029,30.272,34.592,30.934,28.576,33.214,22.321,34.051,34.201,17.814,31.087,29.119,28.73,32.858,26.618,22.54,34.762,25.492,21.039,34.772,32.407,31.887,35.122,15.268,35.697,33.323,30.309,35.065,27.386,33.707
1991-05-01,33.845,28.903,34.959,19.301,28.931,36.05,32.225,36.408,29.456,35.376,30.036,29.08,32.057,22.829,35.022,35.516,16.625,31.03,29.358,29.018,32.251,27.11,24.604,34.765,26.444,23.475,35.309,33.324,32.018,34.627,15.372,36.335,33.459,29.815,36.106,28.156,34.728
1991-05-02,33.739,28.938,35.172,20.585,29.823,36.694,31.572,36.492,29.558,35.218,30.135,29.119,32.075,21.826,34.23,36.247,15.116,31.215,29.636,29.589,31.343,27.48,24.732,34.193,26.118,24.889,34.91,32.275,31.497,33.741,15.203,35.444,33.47,29.575,36.487,27.493,34.395
1991-05-03,33.287,29.248,34.166,20.699,28.282,36.794,29.387,35.653,30.061,33.444,30.858,29.099,32.408,20.524,32.525,36.049,15.441,31.301,28.88,29.397,31.923,25.747,23.271,34.216,24.795,24.317,34.282,30.623,31.032,33.149,15.537,35.386,32.353,27.828,35.73,25.966,33.904
1991-05-04,33.244,29.268,33.128,21.213,27.991,36.338,30.782,36.253,29.76,33.515,30.434,29.235,32.327,22.287,33.108,35.91,16.392,30.756,28.81,28.943,32.545,25.864,23.612,34.329,25.497,24.237,34.22,31.895,30.305,33.159,15.192,35.637,31.27,28.137,35.721,26.973,33.8
1991-05-05,33.638,28.671,32.865,18.877,27.308,36.789,31.713,36.588,30.158,34.504,30.844,29.178,32.556,22.392,34.191,36.292,15.922,31.276,29.025,28.722,32.694,25.238,23.387,34.962,24.546,24.104,34.401,33.029,30.332,33.894,14.997,35.787,31.722,26.563,36.591,27.983,33.595
1991-05-06,33.639,28.491,33.566,18.057,26.486,35.971,31.367,37.037,30.275,34.677,30.942,29.045,32.675,22.314,34.186,36.211,16.825,30.994,28.757,28.679,32.627,25.125,23.187,35.189,24.84,23.06,35.629,32.911,30.241,33.715,14.512,36.516,31.654,26.916,36.449,27.688,34.173
1991-05-07,33.962,29.198,34.477,19.195,28.168,36.955,31.814,36.915,30.04,34.945,30.524,28.935,32.05,22.656,34.539,36.495,17.455,30.663,29.105,28.891,32.738,26.475,24.006,34.989,25.983,24.633,35.891,33.497,30.591,33.538,15.933,37.256,31.86,28.497,36.686,27.795,35.138
1991-05-08,34.159,29.381,34.698,18.942,28.253,37.738,32.188,36.99,30.317,34.409,30.974,29.459,32.695,23.113,34.183,36.856,17.604,31.128,29.369,29.364,32.803,26.946,24.366,35.251,26.443,24.3,35.926,33.96,30.395,33.513,16.308,37.416,32.126,28.706,36.699,27.901,35.044
1991-05-09,33.879,29.315,34.477,19.448,28.627,36.842,32.533,37.195,29.823,34.01,30.493,29.202,32.226,23.507,33.957,36.641,17.674,30.883,29.222,29.14,32.86,27.07,24.554,35.254,26.397,24.693,35.637,34.111,30.295,32.915,16.114,37.509,32.403,28.611,36.157,28.192,34.4
1991-05-10,33.499,29.088,33.924,19.547,28.458,37.34,30.855,37.448,29.48,33.509,30.238,29.273,31.826,21.743,32.851,36.709,15.539,31.088,29.498,29.167,32.746,26.825,23.871,34.395,25.851,24.201,34.985,32.037,30.108,32.305,16.082,37.673,32.365,28.13,35.569,26.881,33.564
1991-05-11,32.839,29.279,32.26,19.474,27.964,35.894,29.68,36.528,30.226,31.882,31.242,29.678,32.689,21.024,31.536,35.596,15.856,31.16,29.174,29.323,33.128,25.852,23.12,34.023,25.398,23.65,34.059,31.258,29.88,32.202,15.76,35.194,31.554,27.437,34.521,25.64,33.101
1991-05-12,32.958,29.071,32.297,20.608,28.648,35.23,30.046,36.268,31.163,32.815,32.232,29.581,34.248,21.648,32.553,35.029,17.517,31.504,29.325,29.328,33.857,25.97,23.465,33.894,25.779,24.468,34.208,32.029,30.082,33.808,14.972,35.357,30.794,27.848,33.816,25.901,33.132
1991-05-13,33.394,29.346,32.759,20.558,29.039,34.919,32.392,35.14,31.978,35.114,33.059,28.768,34.687,23.566,34.779,34.445,18.527,30.74,27.951,29.093,33.567,26.144,24.822,35.281,26.775,25.254,34.195,34.077,29.992,35.19,14.627,35.202,30.516,28.806,35.059,27.954,33.515
1991-05-14,33.858,29.733,32.636,19.153,28.349,34.963,33.079,36.265,31.835,36.071,32.884,29.289,34.502,24.034,35.522,34.85,18.873,30.786,29.272,29.205,33.5,26.041,25.192,36.068,27.445,24.487,34.186,34.462,30.056,35.29,15.122,35.595,31.367,29.14,36.532,28.752,33.698
1991-05-15,34.166,29.491,32.989,21.404,28.952,35.618,32.993,36.86,32.055,36.227,32.907,29.516,34.773,24.385,35.703,35.024,19.931,31.903,28.669,29.249,34.498,26.096,25.144,36.534,27.503,25.311,34.277,34.676,29.965,35.485,14.834,36.171,31.2,29.364,36.595,28.865,33.233
1991-05-16,33.901,29.073,32.844,22.182,28.765,34.933,32.543,36.632,32.053,35.578,32.375,29.943,34.681,24.242,35.11,35.008,19.598,31.712,29.262,29.302,33.993,25.353,24.822,36.417,27.644,25.51,34.165,34.315,30.109,34.967,12.794,35.9,30.872,29.821,36.74,28.857,32.381
1991-05-17,33.654,29.413,32.833,20.891,27.657,33.68,33.089,36.641,31.792,36.201,32.017,29.99,34.751,24.439,35.809,34.837,19.757,31.318,28.793,29.164,33.272,25.67,24.378,36.33,26.873,23.623,34.866,34.864,30.037,35.475,15.188,35.554,30.898,29.061,35.971,28.944,33.073
1991-05-18,34.155,29.929,33.499,20.799,27.995,36.158,33.196,36.36,31.405,36.65,31.237,28.783,34.523,24.314,36.085,36.276,19.761,30.802,29.054,29.298,32.303,25.283,23.916,36.368,26.732,23.729,35.004,35.038,30.223,35.87,14.666,36.103,31.401,29.132,37.11,28.686,33.76
1991-05-19,34.224,30.103,33.43,20.109,27.223,35.72,34.147,37.354,31.426,37.244,31.915,29.981,33.69,25.297,36.835,35.72,20.407,30.976,28.976,29.72,32.929,25.414,23.614,36.295,26.753,23.06,34.854,36.473,30.056,35.734,14.866,36.729,31.08,28.954,37.773,29.402,32.896
1991-05-20,34.373,30.014,33.393,21.781,29.094,35.861,34.112,37.377,31.36,37.503,31.962,30.911,33.949,24.538,36.817,35.266,17.558,32.303,28.989,29.886,33.688,26.182,25.016,36.558,27.761,25.071,34.196,35.932,30.05,35.607,15.21,36.648,31.698,29.736,37.684,29.091,32.605
1991-05-21,34.621,29.621,33.473,22.996,30.171,36.198,33.387,37.551,31.941,36.925,32.562,30.166,34.509,23.609,36.434,35.362,17.863,32.547,28.633,30.105,34.19,26.893,25.989,37.369,28.097,26.314,34.329,34.992,30.618,36.456,16.046,36.716,31.488,30.492,37.766,28.895,32.965
1991-05-22,34.333,28.97,33.68,22.444,29.967,36.703,31.369,37.123,31.142,36.306,31.804,29.532,34.239,22.924,35.245,35.572,17.657,31.399,28.586,29.94,33.911,26.428,25.618,37.075,27.851,25.92,34.524,33.058,30.488,35.787,15.612,36.551,31.661,30.26,37.034,28.112,33.365
1991-05-23,34.597,28.651,34.235,21.701,29.618,37.295,32.969,37.317,30.679,36.598,31.408,29.39,33.411,23.97,35.96,36.297,18.795,32.064,29.272,29.899,33.696,26.713,25.048,36.415,27.261,25.432,35.281,34.732,30.468,35.776,14.58,37.162,32.01,29.861,37.249,28.467,34.087
1991-05-24,34.797,28.998,34.292,20.947,29.989,37.084,34.135,37.342,30.552,37.147,31.32,28.937,33.523,25.734,36.771,36.45,20.413,31.539,27.913,29.475,33.92,27.475,25.107,36.843,27.429,25.661,35.392,36.16,30.655,36.412,16.085,37.159,31.51,30.462,37.719,30.097,34.319
1991-05-25,34.844,28.956,33.807,22.495,30.104,35.996,34.907,37.663,30.574,38.708,31.111,28.713,33.944,25.763,37.99,36.061,18.977,30.382,28.21,29.551,33.452,26.984,25.98,37.463,28.309,26.056,35.242,36.669,30.707,37.051,15.88,37.138,32.013,30.435,38.543,30.546,33.62
1991-05-26,34.98,28.974,33.731,23.525,30.859,36.214,35.222,37.727,31.232,38.501,32.237,29.544,34.365,25.87,37.597,35.668,19.844,31.373,28.179,29.256,34.606,26.86,26.699,37.978,28.783,27.183,34.586,36.432,30.616,36.461,16.558,37.802,31.888,30.745,38.572,30.119,32.868
1991-05-27,34.285,28.924,32.448,23.761,30.392,36.448,33.685,37.633,30.64,34.749,31.387,29.275,33.896,25.046,35.264,35.87,19.384,30.365,28.651,28.86,33.808,26.98,26.541,37.374,28.779,27.355,34.154,35.552,30.669,35.423,16.567,36.285,31.567,31.01,37.175,28.21,33.308
1991-05-28,34.392,28.381,32.7,24.289,31.397,36.567,33.879,37.638,30.246,35.63,30.687,29.589,34.073,25.058,35.963,36.033,19.21,31.442,28.453,28.78,33.919,27.394,27.159,36.688,28.584,27.069,33.894,35.695,30.488,35.718,15.936,36.173,31.595,31.086,37.201,28.818,33.065
1991-05-29,34.634,28.449,32.741,24.306,31.54,37.182,34.487,37.394,31.433,35.561,32.078,29.856,35.249,25.448,36.064,35.161,20.071,32.499,28.022,28.804,34.237,27.069,27.14,37.274,28.19,27.856,32.651,36.067,30.594,36.075,16.526,36.639,31.294,30.177,37.61,29.099,32.781
1991-05-30,34.372,28.921,32.569,22.988,29.552,36.13,33.592,36.924,32.919,35.549,33.608,29.583,35.864,24.468,35.732,35.017,19.557,31.902,27.602,28.741,34.483,25.844,25.497,37.068,27.579,26.463,33.412,35.124,30.518,36.089,15.815,35.586,31.468,30.135,37.449,28.62,32.505
1991-05-31,34.133,28.843,32.648,22.918,28.675,34.174,33.883,36.947,33.697,36.172,34.356,29.427,36.38,25.112,36.372,33.775,20.794,31.384,28.054,28.567,34.532,25.622,24.975,36.853,26.806,25.571,33.171,36.233,30.501,37.132,14.999,36.383,31.604,29.036,36.651,28.452,32.322
1991-06-01,33.878,28.715,32.829,21.892,27.731,33.239,34.947,35.708,33.099,36.319,33.829,29.231,36.749,25.86,36.767,33.288,21.689,31.3,27.53,28.518,34.427,24.381,22.656,37.225,25.212,24.097,33.079,36.82,30.452,37.458,14.984,35.634,31.27,26.572,36.284,29.133,31.473
1991-06-02,33.641,28.961,32.099,19.182,24.465,33.475,34.452,35.372,31.878,35.994,32.249,29.098,36.786,26.055,36.45,33.164,22.558,30.49,26.993,28.357,34.463,23.503,22.834,37.303,24.91,21.657,33.152,36.916,29.376,37.657,15.477,35.69,29.568,26.857,36.24,28.647,31.631
1991-06-03,33.536,28.569,31.194,21.594,27.856,34.819,34.439,35.068,31.093,36.384,31.788,28.002,35.023,26.857,36.256,33.175,23.328,29.24,26.437,28.495,33.617,25.881,24.822,36.93,27.914,24.75,30.911,36.739,29.154,37.367,16.045,34.751,28.538,29.614,36.616,29.069,32.54
1991-06-04,33.316,28.737,29.566,22.087,28.707,34.537,34.663,34.373,31.243,37.156,31.786,28.89,34.733,26.784,36.987,31.845,23.59,28.365,26.154,28.379,33.463,26.37,24.709,37.101,26.022,25.681,30.292,37.139,29.062,37.581,16.442,34.02,27.448,28.061,37.198,29.413,31.509
1991-06-05,33.162,28.884,28.918,22.949,29.065,34.764,34.998,32.634,31.332,37.965,31.652,28.491,35.356,27.111,37.641,30.778,24.06,27.226,25.98,28.42,33.287,25.974,23.78,37.077,25.717,25.552,29.109,37.535,28.83,38.111,16.962,32.587,27.153,27.698,37.648,30.058,30.201
1991-06-06,32.423,29.26,28.047,22.329,28.458,33.809,34.821,30.749,31.213,38.123,31.411,27.995,35.655,26.921,37.844,28.933,23.842,25.705,26.392,28.439,30.77,24.978,24.034,36.681,25.002,25.07,28.123,37.256,29.41,38.273,16.716,28.415,27.86,26.91,37.718,29.891,28.751
1991-06-07,31.844,29.488,28.303,23.125,28.242,33.829,35.574,29.81,30.114,38.111,29.483,26.939,35.177,27.417,38.159,29.619,23.931,25.024,26.4,29.05,27.937,24.675,24.147,33.651,24.973,25.252,28.584,37.89,29.174,38.318,16.993,27.509,27.425,27.174,37.242,30.058,28.823
1991-06-08,31.103,29.542,28.354,23.504,29.606,32.972,33.581,29.175,29.025,36.306,28.234,27.759,34.291,25.791,36.906,29.485,24.214,25.145,26.088,28.662,27.336,26.472,25.157,30.946,25.534,25.905,28.789,35.592,29.678,37.559,16.341,28.083,27.806,28.469,34.928,29.079,29.863
1991-06-09,30.715,29.438,28.589,23.729,29.491,33.026,34.155,29.158,28.733,36.08,27.973,27.857,34.659,26.714,36.899,28.539,24.466,25.21,26.424,28.646,26.812,26.396,24.718,29.034,25.485,25.714,28.929,36.242,29.796,37.517,16.304,27.974,27.997,28.175,33.582,29.334,29.288
1991-06-10,30.048,29.425,28.916,24.634,29.918,31.463,31.601,29.598,28.714,36.141,27.905,27.954,32.857,25.238,35.718,28.503,23.709,25.628,26.348,28.687,26.815,26.22,25.282,28.867,25.485,26.21,28.763,35.388,29.414,36.424,16.947,28.285,27.681,27.721,31.837,27.486,28.929
1991-06-11,29.81,29.454,28.774,23.511,28.306,31.794,31.225,28.616,29.175,34.759,28.523,27.957,33.065,24.019,34.374,28.761,20.737,25.904,26.386,28.756,27.346,25.153,23.815,28.391,24.742,24.798,28.417,34.195,29.501,35.659,17.044,28.094,27.836,27.253,31.385,26.839,29.01
1991-06-12,29.791,29.381,28.154,22.001,28.004,30.798,31.038,29.136,29.041,35.004,28.314,28.133,32.842,24.405,34.453,28.821,21.866,25.656,26.311,28.796,27.435,25.717,23.485,29.68,25.014,24.238,28.5,34.878,29.769,35.537,16.553,27.502,27.964,27.62,31.535,26.248,28.86
1991-06-13,29.823,29.28,28.22,22.137,27.352,29.429,31.164,29.188,28.956,34.352,28.256,28.053,32.535,24.777,34.068,28.819,23.13,25.242,25.9,28.77,27.422,25.37,24.492,30.635,25.685,24.851,28.748,34.419,29.512,35.065,15.744,27.384,27.871,27.984,32.587,27.279,28.982
1991-06-14,30.182,29.212,28.077,22.561,28.21,30.058,33.573,29.264,28.851,35.97,28.017,27.632,32.378,25.994,35.524,29.009,23.771,24.772,25.348,28.264,27.262,25.96,24.797,30.957,25.871,25.612,28.818,35.703,29.218,35.053,16.197,27.152,27.285,27.847,33.889,28.783,29.344
1991-06-15,30.534,28.962,28.103,23.211,28.458,30.593,33.44,29.023,29.064,36.374,28.343,27.273,32.504,25.765,35.997,28.339,23.666,24.73,25.202,27.785,27.659,25.427,24.515,31.187,25.647,25.655,28.81,36.714,28.864,35.068,17.384,27.775,26.93,28.184,35.213,28.711,29.545
1991-06-16,30.916,28.872,27.475,22.125,28.02,33.567,33.757,29.847,28.921,36.004,28.159,27.485,32.21,26.314,35.677,31.278,24.242,24.63,24.478,27.442,27.49,26.202,25.393,31.372,26.178,25.67,29.138,36.919,28.384,34.416,16.942,26.816,26.33,28.59,35.983,28.974,30.071
1991-06-17,31.09,28.73,28.649,21.14,27.987,33.665,34.756,30.944,28.694,36.356,27.87,27.644,32.108,26.43,36.32,32.11,23.68,24.517,24.291,27.717,27.211,26.875,24.494,30.688,26.029,24.527,30.532,37.551,27.756,34.622,16.664,28.373,25.566,28.734,36.014,29.437,30.964
1991-06-18,30.926,28.638,28.485,22.419,28.181,33.899,30.936,30.85,28.647,36.799,27.858,27.587,31.746,24.078,35.708,32.534,20.669,23.816,24.876,28.272,27.066,26.149,23.372,30.718,25.294,23.962,31.438,35.495,28.155,34.135,16.176,28.034,25.661,28.065,35.745,27.704,31.325
1991-06-19,29.926,28.691,28.674,22.541,27.894,32.501,26.9,30.496,28.623,32.928,27.954,27.403,31.979,20.071,31.634,29.641,18.239,24.381,25.435,28.481,27.233,25.768,23.884,30.377,24.613,24.515,30.534,30.21,28.92,33.908,16.511,28.161,26.384,27.368,33.851,24.246,28.898
1991-06-20,30.515,28.922,29.167,22.84,28.583,32.379,28.682,30.695,28.665,34.008,27.932,27.288,32.613,22.224,32.731,30.285,19.193,25.204,25.706,28.719,27.369,26.699,24.514,31.033,26.116,24.753,30.314,32.03,29.758,34.465,17.006,28.399,27.836,28.329,34.592,25.808,29.473
1991-06-21,31.157,29.125,29.144,22.679,28.769,34.13,29.455,31.156,28.995,34.452,28.342,27.537,33.236,23.289,33.101,31.438,20.48,25.661,25.658,28.753,28.074,26.875,24.013,31.937,26.692,24.761,30.333,32.855,29.634,34.615,17.538,29.231,27.397,28.762,35.42,26.779,30.232
1991-06-22,31.238,29.171,28.305,22.873,29.032,34.995,28.496,31.183,28.878,33.728,28.235,27.447,33.668,23.431,32.701,32.493,21.209,24.939,25.276,27.995,28.116,27.093,25.017,32.653,26.368,25.662,30.547,33.111,29.121,34.851,16.959,28.25,26.842,29.144,35.202,26.842,30.899
1991-06-23,30.948,29.097,27.501,22.991,29.283,34.897,29.297,29.598,28.646,34.391,28.007,26.74,33.295,23.763,33.513,32.792,21.677,24.492,25.101,27.52,27.095,27.223,25.457,32.531,26.708,25.901,28.887,34.111,28.829,35.352,17.557,26.827,26.803,29.53,34.84,26.753,30.726
1991-06-24,30.908,29.449,27.152,22.641,28.926,34.506,30.942,28.937,28.383,35.319,27.739,25.905,32.281,24.403,34.573,32.136,22.283,24.4,25.074,27.416,26.979,27.102,24.601,31.873,26.329,24.915,28.688,34.912,28.643,35.219,16.552,26.917,26.643,28.43,35.439,27.377,30.985
1991-06-25,30.904,29.424,27.044,22.804,28.824,33.529,31.279,29.048,28.39,35.56,27.64,26.138,32.162,24.946,34.692,32.526,22.66,24.046,25.034,27.704,27.044,26.469,24.765,31.522,26.818,24.966,29.786,35.162,28.269,34.791,15.848,27.104,26.169,28.859,35.941,27.82,31.282
1991-06-26,30.913,29.408,27.02,23.058,29.857,33.168,30.846,29.524,28.568,35.435,27.955,26.353,32.042,24.549,34.72,32.675,22.817,24.11,25.027,28.277,27.45,27.476,26.226,31.717,26.751,26.272,29.342,35.22,28.439,34.573,16.547,27.424,26.451,29.247,35.713,27.705,31.097
1991-06-27,31.168,28.843,27.497,23.714,29.804,33.71,31.543,29.976,28.751,35.87,28.058,26.625,32.457,25.272,35.316,32.645,23.384,24.309,24.974,28.432,27.774,27.159,26.059,32.636,27.204,26.338,29.13,35.726,28.703,35.321,17.347,27.625,26.639,29.579,35.428,28.11,31.287
1991-06-28,31.095,28.521,27.122,23.111,28.762,34.017,32.011,29.177,28.942,35.951,28.22,26.363,32.852,25.54,35.653,31.421,23.633,24.208,25.175,28.444,27.447,26.395,24.978,33.078,26.506,25.552,27.762,36.345,28.92,36.425,17.88,26.615,26.992,28.864,36.006,28.377,29.212
1991-06-29,31.032,28.557,27.046,21.98,27.388,33.837,31.995,28.337,28.437,36.782,27.558,25.791,33.243,25.741,36.216,29.956,24.238,23.819,24.542,27.506,26.876,25.844,25.002,32.647,26.403,24.4,26.96,36.671,28.696,37.48,17.018,26.941,26.804,28.702,36.652,28.513,28.796
1991-06-30,30.526,28.535,26.828,22.65,27.951,31.862,32.414,26.489,27.781,37.158,26.868,26.288,32.586,26.353,36.508,29.063,25.06,23.527,24.574,27.783,25.725,26.47,24.722,32.109,26.309,24.724,26.938,37.023,28.276,37.545,16.626,25.935,26.537,28.813,36.161,28.998,28.84
