# Demand.ninja degree days (daily data 1980-2022)  -  demand_ninja_IN_Temp - Version 1.0
# License: https://creativecommons.org/licenses/by-nc/4.0/  -  Reference: https://doi.org/10.1038/s41560-023-01341-5
# Units: date in local timezone; other columns are the population-weighted surface temperature in degrees centigrade; column names signify country ISO2 code or GADM level1 code.  Calculated with global average model parameters

"date","IN","IN.AN","IN.AP","IN.AR","IN.AS","IN.BR","IN.CH","IN.CT","IN.DD","IN.DL","IN.DN","IN.GA","IN.GJ","IN.HP","IN.HR","IN.JH","IN.JK","IN.KA","IN.KL","IN.LD","IN.MH","IN.ML","IN.MN","IN.MP","IN.MZ","IN.NL","IN.OR","IN.PB","IN.PY","IN.RJ","IN.SK","IN.TG","IN.TN","IN.TR","IN.UP","IN.UT","IN.WB"
2003-07-24,28.575,28.367,27.53,24.904,29.883,31.127,28.875,26.109,27.702,29.756,26.774,27.275,27.783,23.725,29.988,28.63,21.957,24.841,25.005,28.334,25.78,27.496,27.025,27.504,27.73,27.066,26.74,31.662,28.826,29.789,18.198,25.382,27.265,29.344,32.032,25.557,29.491
2003-07-25,28.553,28.297,27.204,24.492,29.172,30.593,29.08,25.962,27.416,30.696,26.414,27.164,27.754,23.567,30.757,27.695,22.637,24.939,25.198,28.265,25.764,26.306,24.833,27.439,26.776,26.61,26.556,31.957,29.307,30.098,18.294,25.554,27.615,28.143,32.523,25.669,28.603
2003-07-26,28.132,28.022,27.18,24.616,28.887,29.445,27.703,25.944,27.64,30.02,26.71,27.145,28.148,22.713,29.816,27.796,22.039,24.741,25.051,28.21,25.711,26.242,25.159,27.039,26.763,25.874,26.745,30.944,28.88,29.7,17.075,25.693,27.194,27.873,31.358,25.025,28.834
2003-07-27,27.993,27.768,27.915,24.164,29.46,29.05,29.79,26.252,27.052,29.738,26.053,27.252,27.768,23.871,30.243,27.533,21.334,24.959,25.053,28.362,25.331,26.69,25.714,26.914,26.126,27.037,27.292,31.702,28.926,29.788,17.061,26.585,27.146,27.834,30.451,26.145,28.52
2003-07-28,27.966,27.54,27.649,22.394,28.091,29.312,27.703,26.783,27.032,28.775,26.184,27.425,27.277,23.009,29.019,28.071,20.309,25.26,25.296,28.14,26.281,26.187,25.037,27.06,25.53,25.466,27.462,30.524,28.956,29.436,16.798,26.934,27.51,27.593,30.219,24.852,28.539
2003-07-29,27.95,27.081,28.497,22.918,27.825,28.977,25.896,26.624,27.47,28.513,26.718,27.16,28.048,21.793,28.067,27.355,20.18,25.536,25.062,27.87,26.65,25.775,24.051,27.422,24.843,24.862,27.353,29.592,28.932,28.814,16.616,27.857,28.054,27.165,30.161,23.472,28.17
2003-07-30,27.507,27.204,27.304,21.969,27.123,28.227,27.26,25.948,27.254,27.95,26.552,27.123,27.665,22.845,28.395,26.934,21.136,25.182,25.073,27.537,26.314,25.084,24.144,27.02,24.552,24.441,26.562,30.964,28.44,28.792,16.386,26.482,27.6,27.405,29.6,23.892,27.462
2003-07-31,27.183,27.648,27.149,23.102,27.837,28.226,27.039,25.442,27.156,28.595,26.501,27.111,27.326,22.763,28.827,26.45,22.035,25.142,24.737,27.261,25.762,25.74,25.011,26.024,25.931,25.288,26.12,30.923,27.714,28.438,16.192,26.206,26.718,28.145,28.831,24.405,27.609
2003-08-01,27.099,27.685,26.89,23.119,28.069,28.8,26.65,24.875,26.959,28.56,26.267,26.876,27.07,21.793,28.732,26.791,21.198,24.773,24.286,26.973,25.435,25.876,25.105,25.788,25.648,25.555,25.692,29.759,27.005,28.412,16.567,25.579,25.99,27.481,29.368,24.034,27.494
2003-08-02,26.843,28.104,26.463,23.06,27.886,27.92,26.92,24.364,27.054,29.234,26.21,26.191,27.154,21.827,29.097,26.615,20.637,23.87,24.392,26.462,25.089,25.966,25.254,25.752,26.388,24.392,25.624,29.556,27.612,28.598,16.101,24.902,26.626,28.068,28.725,23.752,27.611
2003-08-03,27.038,27.996,27.613,23.972,29.004,28.83,25.661,25.174,26.662,27.192,25.843,26.603,26.95,20.99,27.683,27.129,19.116,24.381,24.567,26.925,25.149,27.058,26.084,25.512,26.676,25.96,26.247,28.705,28.279,28.542,16.972,25.82,27.074,28.425,28.668,22.801,28.071
2003-08-04,27.614,27.924,27.677,24.737,29.791,29.629,26.246,26.037,26.733,28.452,25.913,27.031,26.803,21.625,28.341,27.112,18.456,24.924,25.022,28.002,25.52,27.366,27.157,26.4,27.726,27.263,26.499,28.66,28.534,28.764,17.549,26.242,27.262,29.147,30.121,23.771,28.19
2003-08-05,28.015,27.993,27.301,25.283,30.226,29.743,27.378,26.696,26.396,29.679,25.681,26.944,26.921,21.698,29.721,27.532,19.437,24.796,25.556,28.24,25.507,27.578,27.353,27.013,27.781,27.959,27.086,29.566,28.817,29.519,17.498,26.23,27.505,29.033,30.813,24.724,28.691
2003-08-06,28.249,28.208,26.935,25.373,30.084,29.999,28.094,27.543,26.534,29.86,25.865,26.482,27.365,22.498,29.932,28.013,20.269,24.429,25.429,28.252,25.589,27.66,27.677,27.861,27.414,28.057,27.374,30.801,28.566,30.207,18.032,25.475,27.239,28.296,31.168,24.866,28.91
2003-08-07,28.563,28.141,26.69,25.232,29.714,30.382,28.463,27.741,26.615,29.987,26.068,26.561,27.744,23.033,30.167,28.137,20.765,24.503,25.6,28.343,25.627,27.756,27.454,28.428,27.791,27.632,27.421,31.068,29.029,30.94,18.333,25.276,27.857,29.176,31.885,25.63,28.895
2003-08-08,28.595,28.211,27.612,24.518,28.385,29.597,28.977,27.95,26.654,31.032,26.007,26.497,27.853,23.248,31.105,27.77,20.579,24.705,25.499,28.255,25.509,26.129,25.06,28.937,26.258,25.384,27.472,32.05,29.228,31.3,17.25,25.35,28.215,28.083,32.048,25.556,28.443
2003-08-09,28.408,28.368,27.921,23.791,28.814,29.539,28.863,27.094,26.731,31.056,25.998,26.579,27.733,22.95,31.174,27.75,20.614,25.144,25.43,27.91,25.647,26.675,25.976,28.083,26.277,26.244,27.112,32.292,29.239,30.58,17.209,25.701,28.475,27.972,31.328,24.592,28.269
2003-08-10,27.983,28.455,28.42,23.299,28.289,29.889,27.461,26.019,26.623,27.788,26.023,26.776,27.575,22.481,28.58,27.734,20.205,25.632,25.423,27.981,25.687,26.457,24.713,27.077,25.761,25.381,26.943,31.219,28.934,29.353,17.463,26.149,28.326,27.818,30.208,23.428,28.443
2003-08-11,27.728,28.482,28.262,23.414,28.855,29.083,27.454,25.839,26.573,28.648,25.883,26.903,27.384,22.215,29.025,26.945,19.681,25.525,25.335,27.872,25.748,26.608,25.885,26.52,25.906,26.054,26.989,31.121,28.772,29.072,17.096,26.432,27.679,28.002,29.726,23.691,28.286
2003-08-12,27.687,28.175,28.312,23.868,29.048,28.268,27.692,25.751,26.72,29.115,26.067,27.003,27.539,22.462,29.577,26.913,19.783,25.407,25.201,28.076,25.803,26.514,25.852,26.366,26.4,26.607,27.015,31.865,28.532,29.647,17.258,27.159,27.378,28.176,29.423,23.902,28.391
2003-08-13,27.616,27.731,27.945,23.715,29.268,28.918,28.191,25.844,26.608,29.53,25.846,26.843,27.558,22.215,30.075,27.444,19.581,25.274,25.057,28.109,25.496,26.875,26.466,26.24,26.198,26.523,26.782,32.076,28.45,29.872,17.25,26.145,27.242,28.324,28.89,23.877,28.486
2003-08-14,27.465,27.529,27.586,23.681,28.979,29.024,28.333,25.566,26.637,28.869,25.838,26.752,27.305,22.465,29.703,27.656,19.854,24.733,24.773,28.027,25.375,26.742,26.556,26.28,26.552,26.853,26.816,32.047,27.652,29.577,17.026,25.768,26.434,28.28,28.828,24.197,28.644
2003-08-15,27.389,27.56,27.542,23.119,28.33,29.509,26.307,26.045,26.756,27.32,26.023,26.46,27.189,21.711,27.842,27.834,19.696,24.715,25.097,28.034,25.834,26.283,25.596,26.043,26.475,24.972,26.945,30.405,27.762,28.949,17.263,26.127,26.429,27.951,28.858,24.319,28.416
2003-08-16,27.781,27.357,27.879,22.754,27.821,29.811,28.146,26.879,26.703,28.826,26.035,26.555,27.22,22.682,28.978,28.054,20.541,24.917,24.927,28.037,25.848,25.878,24.793,26.403,26.474,24.392,27.705,30.598,28.09,29.138,17.671,26.364,26.795,27.92,29.757,25.059,28.779
2003-08-17,27.68,27.377,27.79,21.973,27.335,29.601,27.835,26.867,26.843,29.466,26.182,26.435,27.146,22.985,29.801,28.223,21.27,24.566,24.479,27.98,25.844,25.57,24.734,26.216,26.708,24.613,27.684,31.733,26.982,29.717,17.002,26.119,25.733,28.507,29.466,24.588,28.825
2003-08-18,27.292,27.856,27.539,22.413,27.496,28.196,28.853,26.143,26.662,29.312,26.009,26.776,26.579,22.998,30.003,27.303,20.386,25.09,24.907,27.998,25.449,26.225,25.066,25.673,25.714,24.576,27.265,32.441,27.181,29.518,15.804,26.079,26.349,28.034,28.72,24.287,28.219
2003-08-19,26.894,27.79,26.366,22.869,28.383,27.705,26.968,25.844,26.736,28.431,25.918,26.75,27.197,21.223,28.767,26.916,18.463,24.174,25.223,28.134,25.003,26.193,25.036,25.925,26.141,25.579,26.737,30.715,27.83,29.513,15.936,24.954,26.671,28.131,27.895,23.121,28.275
2003-08-20,27.137,27.817,26.339,23.322,27.997,27.585,27.105,26.177,26.855,28.825,26.214,26.508,27.468,21.249,29.175,26.917,17.709,24.179,25.314,28.414,25.589,26.155,25.308,26.762,26.22,24.66,27.112,30.598,28.437,29.813,16.238,24.689,26.996,28.413,28.337,23.357,28.467
2003-08-21,27.539,28.291,26.279,23.986,28.879,28.045,27.392,26.567,26.917,29.647,26.347,26.707,27.774,21.41,29.68,27.475,17.896,24.034,25.311,28.585,25.798,27.181,25.953,27.387,27.665,26.356,27.035,30.728,28.004,30.356,16.947,25.198,26.64,29.615,29.271,23.69,28.833
2003-08-22,27.686,28.532,26.038,23.313,28.597,29.096,28.425,26.726,26.73,30.174,25.943,26.797,28.048,22.545,30.426,27.313,19.051,23.474,25.069,28.417,25.263,26.729,25.273,27.366,27.142,25.547,26.757,31.99,27.969,30.956,17.452,25.158,26.218,28.659,29.867,24.852,28.376
2003-08-23,27.324,28.505,26.989,22.857,27.725,28.667,28.278,26.545,26.382,28.825,25.451,26.59,27.51,23.058,29.523,27.149,19.878,23.731,24.93,28.207,24.678,25.702,24.167,26.558,25.97,24.513,27.216,32.17,28.329,30.258,16.564,25.249,26.846,27.74,28.866,24.078,28.207
2003-08-24,27.303,28.351,27.597,23.282,28.067,28.85,27.763,26.193,25.851,28.358,25.139,26.94,26.076,22.565,28.863,27.093,19.941,24.852,25.178,27.845,25.198,25.744,24.818,26.265,26.348,25.32,27.088,31.389,28.387,29.093,16.555,26.077,27.261,27.427,28.962,24.197,27.721
2003-08-25,27.389,28.206,27.524,23.747,28.778,28.953,27.523,25.431,26.923,28.403,26.251,26.938,26.575,22.718,28.887,27.44,20.289,24.725,25.141,28.164,25.457,26.974,25.603,26.244,26.478,25.638,26.5,31.351,28.382,28.947,16.413,25.427,27.157,28.841,29.06,23.941,28.393
2003-08-26,27.516,28.16,26.867,24.419,30.035,30.312,27.16,25.63,26.805,28.542,25.951,27.022,26.703,22.461,28.929,28.151,20.443,24.338,25.044,28.096,24.89,27.747,27.454,26.031,27.753,27.632,26.502,31.111,27.902,28.92,17.547,25.655,26.72,29.156,29.005,24.084,29.373
2003-08-27,27.493,28.121,27.089,24.516,29.861,29.99,26.878,25.256,26.669,28.852,25.902,26.824,26.828,21.93,28.943,27.756,19.499,24.164,24.96,28.219,25.034,26.763,26.784,26.22,27.272,27.356,26.254,29.89,27.992,29.007,16.812,25.335,26.754,28.72,29.717,23.745,28.508
2003-08-28,27.294,28.09,26.888,22.968,27.859,28.992,26.855,25.393,26.675,28.836,25.939,27.024,27.067,21.972,28.914,26.988,19.753,24.097,24.879,27.848,24.949,25.976,25.664,25.998,26.382,25.147,26.41,30.002,28.345,29.059,16.776,24.837,27.071,27.716,29.826,24.129,27.945
2003-08-29,27.389,28.219,27.585,22.957,27.941,29.095,27.317,25.532,26.492,28.5,25.765,27.032,26.923,22.189,28.904,27.252,19.648,24.259,25.032,27.963,24.935,25.716,25.491,26.209,25.963,24.81,26.537,30.281,28.722,29.459,16.603,25.295,27.266,27.209,29.612,24.218,28.146
2003-08-30,27.508,27.981,27.466,22.675,27.969,29.379,27.366,25.521,26.283,29.774,25.443,26.71,26.431,21.997,29.729,27.365,19.525,24.479,25.134,27.747,24.925,25.827,24.652,25.961,25.987,24.939,26.693,30.419,28.779,29.156,16.287,25.773,27.545,27.696,29.877,24.346,28.479
2003-08-31,27.529,28.227,27.587,22.039,28.285,29.46,27.316,25.338,26.576,29.602,25.83,26.82,26.948,22.115,29.868,27.237,20.097,24.044,24.848,27.426,25.114,26.304,25.242,25.91,26.7,24.931,26.22,30.974,28.388,28.866,16.328,25.873,26.944,28.216,30.115,24.254,28.462
2003-09-01,27.237,28.296,26.558,21.557,27.827,29.234,26.872,25.693,26.298,29.1,25.452,26.432,26.73,22.058,29.498,27.307,20.259,24.229,24.67,27.647,24.969,26.164,24.614,25.648,26.144,25.019,26.432,31.263,28.344,29.099,16.544,25.629,26.656,27.847,29.157,23.62,28.28
2003-09-02,27.292,28.393,26.918,22.329,28.088,29.118,27.47,25.064,26.378,29.574,25.65,26.625,26.807,21.935,30.054,27.311,20.493,24.092,24.678,27.835,24.763,25.632,25.048,25.572,25.662,25.441,26.259,31.31,28.452,29.647,15.841,25.197,26.924,27.56,29.438,23.973,28.051
2003-09-03,27.307,28.266,27.982,22.066,28.151,28.562,26.996,25.07,26.166,28.975,25.437,26.533,26.797,21.623,29.358,27.364,19.678,24.636,25.1,27.958,25.069,25.96,25.388,25.716,26.21,25.071,26.409,30.727,28.735,29.339,16.019,26.073,27.251,27.876,29.063,23.609,28.421
2003-09-04,27.177,27.763,27.62,22.02,27.477,28.635,26.884,25.61,26.415,28.916,25.737,26.587,27.014,21.346,29.353,27.23,17.795,24.594,25.281,28.117,25.39,25.864,25.862,25.664,26.328,24.569,26.832,30.559,28.506,29.19,16.023,26.049,27.168,27.509,28.394,23.087,28.3
2003-09-05,26.984,27.799,26.874,22.67,28.025,29.114,25.958,25.42,26.433,28.478,25.775,26.416,26.747,20.726,28.811,27.282,17.219,24.355,25.211,28.275,25.09,25.727,26.175,25.475,26.831,25.53,26.333,29.868,28.526,28.833,16.065,25.251,27.203,28.341,28.134,22.857,28.137
2003-09-06,26.712,28.126,27.056,22.707,28.008,28.554,26.449,25.268,26.444,27.936,25.814,26.396,26.618,21.039,28.263,26.708,17.975,24.475,25.241,28.129,24.802,25.107,25.972,25.3,26.12,25.647,25.877,29.88,28.547,28.53,15.283,25.549,26.956,27.466,27.724,22.472,27.514
2003-09-07,26.566,28.014,27.43,22.198,27.346,28.223,25.704,24.525,26.36,27.199,25.638,26.431,26.457,20.518,27.514,26.486,17.987,24.259,25.135,28.083,24.837,24.915,23.378,24.909,25.015,24.072,25.731,29.146,28.675,27.861,15.851,25.902,27.322,27.08,27.821,22.377,27.597
2003-09-08,26.834,28.218,28.182,21.255,27.099,28.223,26.427,24.872,26.383,28.274,25.61,26.552,26.232,20.728,28.74,26.231,17.333,24.702,25.513,28.098,24.936,25.206,24.278,24.964,25.746,24.41,26.049,29.77,29.062,28.572,16.044,25.958,28.034,27.256,28.155,23.111,27.61
2003-09-09,26.953,27.817,28.215,20.993,27.013,28.455,26.723,25.09,26.216,28.707,25.302,26.422,26.237,20.828,29.18,26.973,17.781,24.905,25.46,28.037,24.756,25.836,25.477,24.95,25.84,24.521,26.665,30.348,29.235,28.718,15.894,25.723,28.05,27.235,28.155,22.831,27.909
2003-09-10,26.838,27.821,28.235,21.112,27.424,28.553,26.799,25.315,26.175,27.44,25.311,26.215,26.676,21.039,28.289,27.037,18.189,24.609,25.261,28.151,25.055,26.659,26.496,24.978,26.522,25.015,26.737,30.223,29.143,28.577,16.309,26.028,27.885,27.492,27.341,22.705,27.887
2003-09-11,27.151,27.943,28.239,21.574,27.86,29.491,26.626,25.316,26.317,27.332,25.489,26.208,26.722,21.149,28.402,27.238,18.416,24.67,25.049,28.055,25.297,26.283,26.904,25.468,27.102,25.566,26.561,30.328,28.991,28.893,16.912,26.08,27.677,28.102,28.04,22.747,28.279
2003-09-12,27.169,27.99,27.66,21.489,27.156,29.745,26.812,25.7,26.416,27.456,25.609,26.296,26.572,21.009,28.635,27.21,18.702,24.589,25.108,27.841,25.054,25.927,26.046,25.614,26.095,25.036,26.379,30.377,29.269,28.7,16.216,25.834,28.185,27.38,28.488,22.962,27.805
2003-09-13,27.133,28.074,27.092,22.698,27.819,28.799,26.844,25.171,26.302,28.706,25.517,26.225,26.294,21.419,29.001,26.732,18.633,24.633,25.123,27.804,25.142,26.25,25.671,25.76,26.817,25.012,26.22,30.006,29.379,28.917,16.196,25.422,28.398,28.155,28.604,23.774,28.026
2003-09-14,26.952,27.951,26.985,22.465,28.124,28.681,27.444,24.969,25.884,28.881,25.082,26.129,26.253,21.814,29.452,26.77,18.693,24.281,24.834,27.947,24.761,26.394,25.912,25.125,26.28,25.952,26.258,30.929,29.136,29.158,16.15,24.788,27.691,27.852,28.436,23.273,27.627
2003-09-15,26.812,27.682,28.023,21.953,27.043,27.982,26.659,25.345,26.057,28.049,25.21,26.155,26.283,21.132,28.624,26.411,18.167,24.833,25.136,28.016,25.101,25.195,25.176,25.179,26.095,25.155,26.54,30.61,29.279,28.694,15.836,26.128,28.153,27.121,27.717,22.571,27.317
2003-09-16,26.845,27.702,27.88,21.948,27.78,27.955,26.228,25.809,26.177,27.546,25.358,26.222,26.738,20.666,28.259,26.626,17.728,25.152,25.526,28.113,25.326,25.765,25.28,25.155,25.953,25.322,26.591,30.291,28.665,28.804,15.886,25.766,27.902,27.375,27.498,22.274,27.625
2003-09-17,26.725,27.668,26.571,21.743,27.123,28.38,25.927,26.186,26.101,27.13,25.197,26.479,26.674,20.819,28.076,26.94,18.382,24.358,25.575,27.759,25.103,25.079,24.812,25.295,25.354,24.891,26.533,30.329,28.704,29.103,15.785,25.683,27.265,26.914,27.351,22.128,27.65
2003-09-18,26.952,27.47,26.594,21.782,27.348,28.766,26.563,25.668,26.425,27.829,25.711,26.22,27.047,21.043,28.689,26.754,18.529,24.666,25.109,27.403,25.272,25.464,25.478,25.643,25.835,24.589,26.31,30.531,28.705,29.323,16.154,25.699,27.174,27.55,27.927,22.734,27.702
2003-09-19,27.167,27.444,26.751,21.978,27.207,28.874,26.763,26.074,26.441,28.483,25.662,25.768,26.931,21.142,29.169,26.751,18.968,24.763,25.229,27.093,25.337,24.78,24.534,25.917,25.163,25.08,26.664,30.652,28.572,29.725,15.761,25.417,27.338,26.825,28.556,23.082,27.756
2003-09-20,27.433,27.613,27.453,21.93,27.471,28.722,27.1,26.366,26.64,29.117,25.955,25.887,27.366,21.818,29.76,26.86,19.779,24.969,25.442,27.654,25.453,25.313,24.545,26.052,25.418,24.793,26.786,31.216,28.603,30.315,15.346,25.986,27.76,26.76,29.016,23.437,27.396
2003-09-21,27.319,27.34,27.96,21.385,26.963,28.01,26.893,26.291,26.371,29.055,25.553,26.125,27.176,21.924,29.638,26.431,19.83,25.289,25.562,27.799,25.788,25.526,24.68,26.124,25.321,24.346,26.808,31.197,28.823,30.082,15.905,26.043,27.928,27.73,28.559,23.392,27.276
2003-09-22,27.151,27.466,27.031,22.176,27.241,28.279,26.457,26.09,26.279,28.931,25.494,25.996,26.949,21.68,29.479,26.56,19.886,25.292,25.461,27.591,25.423,25.252,23.483,26.143,25.287,24.83,26.821,30.949,28.993,30.365,16.378,25.634,28.162,27.25,27.82,22.754,27.388
2003-09-23,26.601,27.554,26.819,22.462,27.421,27.43,25.329,25.618,25.702,27.845,24.886,25.823,26.103,20.273,28.554,26.304,18.084,24.7,25.573,27.736,24.771,25.454,23.95,25.83,26.135,24.17,26.601,29.908,28.756,29.78,15.025,25.482,28.102,27.837,26.877,21.4,27.38
2003-09-24,26.208,27.435,26.805,21.626,26.766,26.615,24.527,25.533,26.032,26.771,25.313,26.009,26.387,19.238,27.481,25.793,15.613,24.927,25.607,27.896,24.631,24.637,23.937,25.705,25.709,24.069,26.367,28.633,29.187,29.246,14.403,25.165,28.539,26.87,26.217,20.642,26.745
2003-09-25,26.262,27.273,27.238,21.432,26.563,26.866,24.243,25.663,26.481,25.856,25.677,26.098,27.269,18.554,26.913,25.648,14.891,25.13,25.847,27.92,24.947,24.505,24.278,25.907,25.167,24.118,25.987,27.796,28.828,29.322,14.369,26.025,28.123,27.134,26.168,20.657,26.603
2003-09-26,26.268,27.364,26.593,21.177,26.564,27.686,23.641,25.139,26.957,25.773,26.354,26.114,27.671,17.985,26.563,25.609,13.938,24.418,25.918,27.848,25.157,24.631,22.942,25.782,24.18,23.956,25.753,27.332,28.412,28.744,15.026,25.443,27.544,26.133,26.809,20.679,26.538
2003-09-27,26.343,27.448,26.188,20.662,26.014,28.295,23.935,25.063,27.255,26.717,26.629,26.202,28.14,17.901,27.204,26.064,13.07,24.346,25.709,27.755,25.106,24.214,23.07,25.737,24.909,23.463,25.77,27.669,28.041,28.987,14.976,25.292,26.966,26.481,26.955,20.683,26.603
2003-09-28,26.398,27.709,26.904,21.003,26.063,27.336,24.666,25.466,26.475,26.937,25.566,26.255,27.691,17.841,26.952,25.928,12.601,25.39,26.156,27.574,25.313,23.919,22.943,25.323,25.659,23.573,26.306,27.334,28.424,28.544,14.467,25.917,27.89,26.395,27.039,20.943,26.733
2003-09-29,26.165,27.926,27.401,20.694,26.149,26.4,24.307,25.573,26.39,26.313,25.625,26.521,27.326,17.589,26.544,25.954,12.918,25.279,26.137,27.72,25.714,24.504,22.943,24.702,25.873,23.291,26.586,26.446,28.702,27.572,14.132,26.392,28.086,27.74,26.461,20.489,26.823
2003-09-30,26.284,27.912,27.461,20.514,26.312,26.545,23.825,25.449,27.047,27.396,26.446,26.913,27.748,17.224,27.13,26.251,12.46,25.242,25.653,28.309,26.236,24.706,23.642,24.901,25.942,23.921,27.107,26.402,28.545,28.114,14.051,26.463,27.454,27.886,26.135,20.28,27.444
2003-10-01,26.134,27.663,27.67,20.579,26.364,26.616,21.953,25.115,27.539,25.854,26.813,27.203,28.008,16.19,25.579,25.744,12.507,26.234,25.722,27.943,26.489,24.717,23.815,24.811,26.141,24.056,27.133,25.485,28.155,28.425,14.46,26.785,27.292,28.153,25.181,18.948,27.52
2003-10-02,25.775,27.547,27.634,20.213,26.287,26.487,21.727,23.835,27.634,23.932,26.927,27.481,28.425,16.515,24.687,25.372,13.225,26.121,25.919,27.771,25.956,24.745,23.091,25.085,24.536,23.285,26.545,25.544,27.942,28.226,14.019,26.336,26.711,27.274,24.09,19.087,27.646
2003-10-03,25.538,27.679,26.951,19.6,25.468,26.158,23.199,23.089,27.578,24.948,26.579,28.059,28.468,17.284,25.789,24.257,14.214,25.356,25.601,27.27,25.407,24.584,22.008,24.628,25.021,22.537,25.934,26.474,27.697,27.744,13.583,25.369,26.423,27.11,24.614,19.944,26.789
2003-10-04,25.419,27.639,26.653,19.33,25.505,26.548,23.282,24.074,26.922,26.084,25.602,27.656,27.472,17.773,26.348,25.035,15.046,24.94,25.102,27.305,24.721,24.47,22.172,22.979,25.22,22.154,25.593,26.76,27.624,27.068,13.138,25.286,26.102,26.823,25.23,20.123,26.562
2003-10-05,25.226,27.581,26.514,18.831,24.855,27.163,23.128,24.585,25.311,24.561,23.675,27.438,25.643,18.087,25.203,24.664,15.087,24.942,25.508,27.79,24.374,23.819,21.779,22.45,25.107,21.255,25.454,26.436,28.065,26.416,13.072,25.665,26.539,26.451,25.368,19.834,26.033
2003-10-06,25.066,27.501,26.348,18.74,24.229,26.795,23.186,23.831,25.858,23.887,24.625,27.337,25.229,17.679,24.522,23.949,14.456,24.58,25.39,27.384,24.93,23.451,21.692,23.479,24.352,21.238,25.244,25.593,27.903,25.537,13.317,25.502,26.298,26.378,25.553,19.767,25.502
2003-10-07,25.178,27.869,26.928,18.371,23.678,25.572,24.08,23.708,27.14,24.771,26.385,27.171,26.727,17.928,25.349,23.33,14.334,24.089,25.307,27.649,25.272,22.294,20.772,24.262,23.91,20.901,25.847,26.186,28.032,26.305,13.084,24.825,26.372,25.393,25.869,20.358,25.007
2003-10-08,25.241,28.32,27.12,17.751,22.512,24.201,24.1,24.648,27.481,25.895,26.588,26.768,27.958,17.934,26.49,24.187,13.947,24.122,25.284,27.538,25.298,21.345,20.637,24.044,23.316,20.521,26.304,26.661,28.381,27.691,12.836,25.485,26.774,25.161,25.328,20.389,25.342
2003-10-09,25.581,28.569,27.255,17.8,22.452,24.756,23.326,24.529,27.979,26.247,27.287,26.545,28.351,17.283,26.571,25.304,12.448,24.286,25.224,27.573,25.454,22.044,21.689,24.475,23.478,20.99,26.391,26.37,28.871,28.417,12.977,25.664,27.429,25.769,25.635,19.854,26.256
2003-10-10,25.57,28.506,26.788,18.013,23.596,25.907,23.353,24.682,27.173,25.823,26.282,26.466,26.923,16.557,26.444,24.737,12.129,24.492,24.841,27.426,25.599,23.443,20.777,24.471,23.364,20.6,26.108,25.99,28.772,27.908,14.112,25.588,27.295,26.271,25.518,19.212,26.812
2003-10-11,25.197,27.738,26.84,19.464,24.447,25.608,22.38,25.313,27.192,24.822,26.282,26.345,26.144,15.458,25.303,24.464,11.194,24.579,25.259,27.638,25.66,23.269,22.192,24.049,24.701,22.018,25.844,25.07,28.1,26.522,12.568,25.801,27.075,26.53,24.829,18.18,26.244
2003-10-12,24.832,27.4,26.859,18.775,23.804,25.104,21.206,24.631,26.56,24.547,25.759,27.119,26.629,15.077,24.583,23.804,11.191,24.605,25.175,27.639,25.753,22.317,21.85,24.033,24.489,21.118,25.485,24.448,28.117,26.298,12.053,25.666,26.413,25.614,24.011,17.986,25.56
2003-10-13,24.35,27.167,26.472,18.269,23.367,24.07,20.651,24.095,27.292,22.768,26.461,27.212,26.979,15.342,23.592,23.304,11.69,24.428,25.006,27.727,25.788,21.8,22.113,24.197,24.543,21.046,25.385,24.121,27.693,26.25,12.395,25.665,25.736,25.213,22.595,17.758,25.287
2003-10-14,23.971,26.797,26.91,18.982,24.073,22.908,20.708,23.089,27.058,22.792,25.966,27.475,26.95,15.765,23.614,22.149,12.594,24.804,25.333,27.676,25.232,22.612,22.918,23.251,24.127,22.203,24.574,24.441,27.339,26.3,13.472,25.314,25.912,26.047,22.165,18.381,23.784
2003-10-15,24.084,26.78,26.567,19.469,24.737,24.071,22.348,21.527,26.218,23.539,24.737,27.493,26.407,16.48,24.646,22.571,12.768,24.765,25.698,27.629,23.975,23.747,21.713,22.257,24.826,21.511,23.946,25.477,27.498,26.256,13.807,23.931,26.141,27.076,22.975,18.732,24.7
2003-10-16,24.196,27.154,26.005,19.964,25.537,25.512,22.848,22.079,25.533,23.043,23.986,27.165,25.799,16.818,23.753,23.806,12.587,24.247,25.671,27.763,23.066,24.208,22.345,21.383,25.057,22.65,24.259,24.843,27.854,25.369,13.518,23.428,26.354,26.908,23.707,18.976,25.825
2003-10-17,24.719,27.328,26.175,19.701,25.247,25.951,23.328,23.926,25.508,24.274,24.024,26.776,25.7,16.724,24.707,24.94,12.451,24.572,25.445,27.732,23.634,23.758,22.797,22.298,25.182,22.679,24.581,24.964,27.999,25.309,13.129,24.819,26.604,26.979,24.731,19.45,26.143
2003-10-18,24.961,27.456,25.931,19.037,24.732,26.188,23.113,23.804,25.465,24.91,23.989,27.073,26.214,16.543,25.172,24.654,12.733,24.456,25.555,27.797,24.751,23.112,22.337,23.687,24.659,22.348,24.871,25.486,27.702,25.81,12.829,25.435,26.097,25.977,24.916,19.349,25.629
